language,level,english,translation,category
DE,B2,Trust is built through repeated experiences of reliability and honesty.,Vertrauen entsteht durch wiederholte Erfahrungen von Zuverlässigkeit und Ehrlichkeit.,Social & Relationships
DE,B2,I try to understand different perspectives before forming judgments.,"Ich versuche, verschiedene Perspektiven zu verstehen, bevor ich Urteile bilde.",Social & Relationships
DE,B2,Social relationships require continuous effort and mutual adaptation.,Soziale Beziehungen erfordern kontinuierliche Anstrengung und gegenseitige Anpassung.,Social & Relationships
DE,B2,"Travel reveals differences in values, habits, and social structures.","Reisen zeigt Unterschiede in Werten, Gewohnheiten und sozialen Strukturen.",Travel
DE,B2,I prefer immersive travel experiences that encourage reflection.,"Ich bevorzuge immersive Reiseerfahrungen, die zur Reflexion anregen.",Travel
DE,B2,Adapting to new environments strengthens flexibility and confidence.,Die Anpassung an neue Umgebungen stärkt Flexibilität und Selbstvertrauen.,Travel
DE,B2,Travel often challenges assumptions about what is normal or expected.,"Reisen stellt oft Annahmen darüber infrage, was normal oder erwartet ist.",Travel
DE,B2,Food systems reflect global inequalities and resource distribution.,Lebensmittelsysteme spiegeln globale Ungleichheiten und Ressourcenverteilung wider.,Food & Shopping
DE,B2,I evaluate consumption choices through ethical and environmental lenses.,Ich bewerte Konsumentscheidungen aus ethischer und ökologischer Perspektive.,Food & Shopping
DE,B2,Sustainable living requires long-term behavioral consistency.,Nachhaltiges Leben erfordert langfristige Verhaltenskonsistenz.,Food & Shopping
DE,B2,I try to align daily habits with broader sustainability goals.,"Ich versuche, tägliche Gewohnheiten mit umfassenderen Nachhaltigkeitszielen in Einklang zu bringen.",Food & Shopping
DE,B2,Health outcomes are influenced by interconnected biological and social factors.,Gesundheitsergebnisse werden von miteinander verbundenen biologischen und sozialen Faktoren beeinflusst.,Health & Wellbeing
DE,B2,I aim to maintain productivity while protecting long-term health.,Ich strebe Produktivität an und schütze gleichzeitig die langfristige Gesundheit.,Work & Office
DE,B2,Organizational success depends on adaptability and clear communication.,Organisationserfolg hängt von Anpassungsfähigkeit und klarer Kommunikation ab.,Work & Office
DE,B2,I have learned to approach uncertainty with structured analysis.,"Ich habe gelernt, Unsicherheit mit strukturierter Analyse zu begegnen.",Work & Office
DE,B2,Work environments increasingly require both analytical and interpersonal skills.,Arbeitsumgebungen erfordern zunehmend sowohl analytische als auch zwischenmenschliche Fähigkeiten.,Work & Office
DE,B2,Digital infrastructures shape how knowledge circulates in society.,"Digitale Infrastrukturen prägen, wie Wissen in der Gesellschaft zirkuliert.",Technology
DE,B2,I critically assess whether technological efficiency aligns with human values.,"Ich bewerte kritisch, ob technologische Effizienz mit menschlichen Werten übereinstimmt.",Technology
DE,B2,Information environments require careful filtering and interpretation.,Informationsumgebungen erfordern sorgfältiges Filtern und Interpretieren.,Technology
DE,B2,Scientific communication bridges the gap between experts and the public.,Wissenschaftskommunikation überbrückt die Kluft zwischen Experten und Öffentlichkeit.,Science & Innovation
DE,B2,I am interested in how knowledge production is influenced by institutions.,"Ich interessiere mich dafür, wie Wissensproduktion von Institutionen beeinflusst wird.",Science & Innovation
DE,C1,The increasing abstraction of modern governance often obscures the mechanisms through which decisions are actually made.,"Die zunehmende Abstraktion moderner Regierungsführung verschleiert oft die Mechanismen, durch die Entscheidungen tatsächlich getroffen werden.",Politics & Society
DE,C1,One could argue that institutional inertia plays a greater role in shaping outcomes than individual agency.,"Man könnte argumentieren, dass institutionelle Trägheit eine größere Rolle bei der Gestaltung von Ergebnissen spielt als individuelles Handeln.",Politics & Society
DE,C1,The legitimacy of political authority is frequently constructed rather than inherently given.,Die Legitimität politischer Autorität wird häufig konstruiert und ist nicht inhärent gegeben.,Politics & Society
DE,C1,Public discourse tends to simplify complex structural problems into personal narratives.,"Der öffentliche Diskurs neigt dazu, komplexe strukturelle Probleme in persönliche Narrative zu vereinfachen.",Politics & Society
DE,C1,The erosion of shared epistemic frameworks contributes to polarization.,Die Erosion gemeinsamer epistemischer Rahmen trägt zur Polarisierung bei.,Politics & Society
DE,C1,Language not only reflects reality but actively shapes the boundaries of what can be thought.,"Sprache spiegelt Realität nicht nur wider, sondern formt aktiv die Grenzen dessen, was gedacht werden kann.",Philosophy & Ethics
DE,C1,Epistemological uncertainty is not a temporary limitation but a structural condition of knowledge.,"Epistemologische Unsicherheit ist keine temporäre Einschränkung, sondern eine strukturelle Bedingung von Wissen.",Philosophy & Ethics
DE,C1,The distinction between description and interpretation becomes increasingly blurred in social sciences.,Die Unterscheidung zwischen Beschreibung und Interpretation wird in den Sozialwissenschaften zunehmend unscharf.,Academic & Research
DE,C1,Methodological choices inevitably embed normative assumptions.,Methodische Entscheidungen beinhalten zwangsläufig normative Annahmen.,Academic & Research
DE,C1,Knowledge production is shaped by institutional incentives and funding structures.,Wissensproduktion wird durch institutionelle Anreize und Finanzierungsstrukturen geprägt.,Academic & Research
DE,C1,Technological mediation fundamentally alters the conditions under which attention is allocated.,"Technologische Vermittlung verändert grundlegend die Bedingungen, unter denen Aufmerksamkeit verteilt wird.",Technology
DE,C1,The supposed neutrality of algorithms is increasingly being questioned in critical discourse.,Die vermeintliche Neutralität von Algorithmen wird im kritischen Diskurs zunehmend hinterfragt.,Technology
DE,C1,Digital infrastructures operate as invisible architectures of social coordination.,Digitale Infrastrukturen fungieren als unsichtbare Architekturen sozialer Koordination.,Technology
DE,C1,Automation redistributes cognitive labor rather than simply reducing it.,"Automatisierung verteilt kognitive Arbeit neu, statt sie lediglich zu reduzieren.",Technology
DE,C1,The acceleration of technological cycles challenges traditional forms of institutional adaptation.,Die Beschleunigung technologischer Zyklen stellt traditionelle Formen institutioneller Anpassung infrage.,Technology
DE,C1,Scientific paradigms persist not only because of explanatory power but also due to institutional stability.,"Wissenschaftliche Paradigmen bestehen nicht nur aufgrund ihrer Erklärungskraft, sondern auch wegen institutioneller Stabilität.",Science & Innovation
DE,C1,The interpretation of empirical data is always mediated by theoretical frameworks.,Die Interpretation empirischer Daten wird immer durch theoretische Rahmen vermittelt.,Science & Innovation
DE,C1,Interdisciplinary research often exposes the limitations of disciplinary boundaries.,Interdisziplinäre Forschung legt oft die Grenzen disziplinärer Strukturen offen.,Science & Innovation
DE,C1,Scientific consensus emerges through negotiated validation rather than instantaneous agreement.,Wissenschaftlicher Konsens entsteht durch ausgehandelte Validierung statt durch sofortige Übereinstimmung.,Science & Innovation
DE,C1,The demarcation problem between science and non-science remains philosophically contested.,Das Demarkationsproblem zwischen Wissenschaft und Nicht-Wissenschaft bleibt philosophisch umstritten.,Science & Innovation
DE,C1,Economic systems increasingly prioritize financial abstraction over material production.,Wirtschaftssysteme priorisieren zunehmend finanzielle Abstraktion gegenüber materieller Produktion.,Finance & Business
DE,C1,Market behavior often reflects anticipatory speculation rather than present value.,Marktverhalten spiegelt oft antizipative Spekulation statt gegenwärtigen Wert wider.,Finance & Business
DE,C1,Risk assessment models are inherently limited by their reliance on historical data.,Risikobewertungsmodelle sind inhärent begrenzt durch ihre Abhängigkeit von historischen Daten.,Finance & Business
DE,C1,The globalization of capital has decoupled economic flows from national regulatory frameworks.,Die Globalisierung des Kapitals hat wirtschaftliche Flüsse von nationalen Regulierungsrahmen entkoppelt.,Finance & Business
DE,C1,Financial instruments increasingly abstract value from underlying productive activity.,Finanzinstrumente abstrahieren zunehmend Wert von zugrunde liegender produktiver Aktivität.,Finance & Business
DE,C1,Social identity is continuously reconstructed through interactional processes.,Soziale Identität wird kontinuierlich durch interaktionale Prozesse rekonstruiert.,Social & Relationships
DE,C1,Interpersonal dynamics are shaped by asymmetries of information and perception.,Zwischenmenschliche Dynamiken werden durch Asymmetrien von Information und Wahrnehmung geprägt.,Social & Relationships
DE,C1,Trust functions as a stabilizing mechanism in environments of uncertainty.,Vertrauen fungiert als stabilisierender Mechanismus in Umgebungen der Unsicherheit.,Social & Relationships
DE,C1,Communication failures often arise from mismatched interpretive frameworks.,Kommunikationsfehler entstehen häufig aus nicht übereinstimmenden Interpretationsrahmen.,Social & Relationships
DE,C1,Social norms are maintained through both explicit enforcement and implicit expectation.,Soziale Normen werden sowohl durch explizite Durchsetzung als auch durch implizite Erwartung aufrechterhalten.,Social & Relationships
DE,C1,Human mobility is increasingly shaped by structural inequalities in access and resources.,Menschliche Mobilität wird zunehmend durch strukturelle Ungleichheiten in Zugang und Ressourcen geprägt.,Travel
DE,C1,Tourism industries often reproduce standardized representations of cultural authenticity.,Tourismusindustrien reproduzieren oft standardisierte Darstellungen kultureller Authentizität.,Travel
DE,C1,The experience of place is mediated by prior cultural and informational frames.,Die Erfahrung von Ort wird durch kulturelle und informationelle Vorannahmen vermittelt.,Travel
DE,C1,Global travel infrastructure contributes to the homogenization of spatial experience.,Globale Reiseinfrastruktur trägt zur Homogenisierung räumlicher Erfahrung bei.,Travel
DE,C1,Mobility is both a privilege and a form of structural constraint.,Mobilität ist sowohl ein Privileg als auch eine Form struktureller Einschränkung.,Travel
DE,C1,Consumption patterns are embedded within broader systems of symbolic meaning.,Konsummuster sind eingebettet in umfassendere Systeme symbolischer Bedeutung.,Food & Shopping
